"SFS.II.V1.V3","1.6.I.V1.V3","2.6.II.V1.V3","2.6.III.V1.V3","3.6.IV.V1.V3","4.6.V.V1.V3","WT.I.V1.V3","WT.II.V1.V3","WT.III.V1.V3","1.5.I.V1.V3","2.5.II.V1.V3","2.5.III.V1.V3","3.5.IV.V1.V3","4.5.V.V1.V3","SFS.I.V3.V5","SFS.II.V3.V5","1.6.I.V3.V5","2.6.II.V3.V5","2.6.III.V3.V5","3.6.IV.V3.V5","4.6.V.V3.V5","WT.I.V3.V5","WT.II.V3.V5","WT.III.V3.V5","1.5.I.V3.V5","2.5.II.V3.V5","2.5.III.V3.V5","3.5.IV.V3.V5","4.5.V.V3.V5"
"1128707",,,,,2,1,,,,1,,,,,,,,,,,,,,,,1,1,,1
"3992505",,,,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,0
"1637278",,,,,1,,,,5,,,4,,,,,4,,,,,,,1,,,,,0
"50190",,,,,3,,3,,7,1,5,,,,,,,,1,,,,,,1,,,2,0
"4357324",,,,,1,,,,,,,,,1,,,1,,1,1,1,1,,1,1,,2,,1
"4467220",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1122502",,,,,1,,,,,,,,,,,,1,,2,,,,,2,,,,1,0
"4451922",,,,,84,1,,,,,,,5,22,,,,,,22,5,,,,,,,7,1
"1110139",,,,,1,,,,,1,,,,,2,,,,,,2,,,,,,,1,0
"855996",,,,,1,,,,,,,,,,1,1,1,,,,,,,4,,,,,0
"822559",,,,,3,,20,1,,,2,3,,,,,,,,,,1,,,,,,,0
"271833",,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,0
"4389007",,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,1,0
"555506",,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,0
"2194880",,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,0
"154618",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1110791",,,,,1,,,,9,1,,,1,,,,,,,,1,,2,29,,2,,9,1
"741531",,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,0
"4318690",,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,0
"558740",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1119755",,,,,6,1,,,,,,,,,,,,,,,9,,,1,1,,,,0
"153442",,,,,5,,,,,,,,1,,,,,4,,,,,,,,,,,0
"1124902",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4421370",,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,0
"2815106",,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,0
"987934",,,,,1,,,3,1,,,3,,4,,,6,7,1,4,19,,,1,10,1,7,5,4
"3603697",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"3749794",,,,,1,5,,,,,1,,,4,1,1,3,6,3,4,8,1,,6,1,1,1,1,10
"4452861",,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,0
"4428066",,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,0
"543813",,,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,0
"4484245",,,,,2,1,,,,2,1,,2,1,,,,,,1,5,,,3,,,,,1
"682601",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"214791",,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,0
"1125483",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0
"4341734",,,,,1,,,,,,,,,,,,1,,1,,2,,,,,,,2,0
"542924",,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,0
"292417",,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,0
"88144",,,,,4,,,,,,,1,,,,,,,,,,,,,1,,1,,1
"1002009",,,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,,1
"2363675",,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,0
"1136694",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4356131",,,,,1,,,,,1,,,,1,,,3,1,1,1,19,,,2,7,3,9,3,30
"353494",,,,,1,,,,,1,,,,5,,2,12,17,13,5,45,,1,21,19,4,16,7,14
"1133067",,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,0
"821712",,,,,1,,,,,,,,,3,,,,,,3,6,,,4,2,1,1,,2
"4451552",,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,0
"4459631",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0
"4327995",,,,,1,1,,,2,1,,,,,,,,,,,,,,,,,,,0
"1104970",,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,0
"206855",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"370584",,,,,1,,,,,1,1,,4,,,,,,,,,,,,,,,,0
"107418",,,,,2,,,,,,,,,,,,,,,,1,1,,,,,,,0
"1569897",,,,,2,1,,,1,1,2,1,,,,,,,,,,,,,,,,,0
"4434039",,,,,3,1,,,,1,,2,,,,,,,,,,,,,,,,,1
"206106",,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,0
"103987",,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,0
"541887",,,,,1,1,,,2,,1,,1,,,,,,,,,,,,,,,,0
"2598700",,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,0
"19085",,,,,1,,,,,,,,,2,,,5,,,2,,,,,1,,,4,0
"168212",,,,,1,,,,,,1,2,,2,,,,1,2,2,5,,,1,4,1,2,3,1
"149819",,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,0
"825653",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1110212",,,,,3,,,,,,,1,1,,,,,,,,,,,,,,,,0
"1111944",,,,,4,1,,1,,,,,,4,,,3,,,4,1,,,1,,4,,,0
"332835",,,,,3,,,1,2,1,1,,,,,,,,,,,,,,,,,,0
"1107410",,,,,1,,,,,,,,,1,,,1,,,1,,,,,,,2,,1
"4456633",,,,,2,1,,,2,,2,,,,3,1,3,,2,,5,,,1,6,1,2,1,6
"4343193",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4343194",,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,0
"4319926",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4423410",,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,0
"3023198",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"554086",,,,,1,,,,2,,1,,,,,,,,,,,,,2,,,,,0
"239844",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"207813",,,,,1,1,,,1,,,,,3,3,2,3,5,,3,4,,1,15,8,1,5,2,10
"4300564",,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,1
"4440449",,,,,1,,1,1,1,,2,,,,,,1,,,,1,,,,,,,,0
"134748",,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,0
"162725",,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,0
"837482",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1123617",,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,0
"557772",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0
"813047",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"818484",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"303986",,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,0
"556100",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1136089",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"87167",,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,0
"583421",,,,,1,,,,1,1,,,,,,,,,,,,,,1,,,,,1
"1115447",,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,0
"4312075",,,,,1,1,,,,1,1,,,,,,,1,,,2,,,1,1,,,,2
"3981263",,,,,2,,,,,,,,,,,,,,1,,,,,,,1,,,0
"1961387",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4348899",,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,0
"204785",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0
"4299234",,,,,3,,3,1,,,,,,,,,,,,,,,,,,,,,0
"139220",,,,,2,,,,1,,,,,1,,,,,,1,1,,,,1,,,,0
"99539",,,,,4,,,,1,1,2,,,,,,,2,,,,,,,1,,,,1
"4364153",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"510721",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"160422",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4314419",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4433576",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0
"1138879",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4453762",,,,,1,,,,,,,1,,,,,,,,,2,,,,,,,,0
"257791",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4304271",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4409615",,,,,2,,,,,,2,,,,,,,,,,,,,,1,,,,0
"4405719",,,,,1,,,,,,1,2,,,,,2,1,,,4,,,1,5,,,,2
"4465158",,,,,3,,,,7,,,,,3,5,5,2,1,,3,1,,,5,,,2,1,2
"1105689",,,,,1,,,,,,,,,1,,,,,,1,4,,,,2,,2,2,0
"4432358",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"239403",,,,,1,,,,4,,,,,,,,,,,,,,1,,1,,,,0
"2486668",,,,,4,,2,5,46,,,,,,,,,,,,,,,,,,,,0
"4371867",,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,0
"138130",,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,0
"570436",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4443378",,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,0
"4455980",,,,,2,,,,,,,,,2,,,,,,2,,,,,7,,2,,0
"2526440",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1143016",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1113180",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"269875",,,,,6,1,,1,,,1,,,3,2,1,2,1,1,3,6,,,1,,,4,1,0
"806010",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"281742",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4371273",,,,,1,,,,1,1,1,,,3,,,3,,,3,2,2,1,9,3,1,,,1
"843074",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4432483",,,,,1,,,,,,,,,2,,,3,6,4,2,11,,,1,1,,,,0
"804798",,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,0
"21369",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"4321241",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"1105570",,,,,1,,,,,,,3,,,,,,,,,3,,,,,,,,2
"1126881",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0
"547608",,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,0
"26373",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4401528",,,,,,1,,,1,,2,,,,,,,,,,1,,,,,,,,0
"1133433",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4413536",,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,0
"4362775",,,,,,1,,,,,,,1,,,,,,,,,,,,2,,,,1
"1124681",,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,0
"688259",,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,0
"4413439",,,,,,1,,,,,,,,,,,,,,,2,,,2,,,,,4
"783224",,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,0
"122683",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4388445",,,,,,1,,,,1,,,,,,,,,,,,,,1,3,,,,1
"4304781",,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,0
"4374090",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"574655",,,,,,1,,3,2,1,,,3,,,,,,,,,,,,,,,,0
"3208174",,,,,,2,,,,,,,,,1,,,3,,,,,,,,,,1,0
"533999",,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,0
"1140581",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"521158",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,0
"522046",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4413357",,,,,,3,,,,2,,,2,,,,,,,,6,,,,,,,2,0
"568330",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"527300",,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,0
"331579",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"2068430",,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0
"512840",,,,,,2,,,1,1,1,1,,,,,,,,,,,,,1,,,,0
"645562",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4320065",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"2692410",,,,,,1,,,2,,,,2,,,,,,,,,,,,,,,,0
"236161",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"113378",,,,,,1,,,1,,,,,,,,,,,,,,,2,,,,,0
"204970",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"237794",,,,,,2,,,,,,,,,,,,,1,,1,,,,,,,,0
"831446",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"515638",,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0
"818461",,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,0
"307150",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"2706631",,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,0
"4434112",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"2033801",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4308017",,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,0
"570755",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4372408",,,,,,4,,,,,,,4,,,,,,,,11,,,,,,,9,0
"4360319",,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,0
"560457",,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,0
"144089",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"1919149",,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,3
"4254478",,,,,,1,,,,,,,,1,,,,1,,1,,,,1,3,,,,0
"846616",,,,,,2,,,2,,,,1,,,,1,,,,,,,,,,,1,0
"104622",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"1135768",,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,0
"837704",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"4431704",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0
"811253",,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,0
"1105944",,,,,,,1,,,,1,,,,1,,,,,,1,16,3,1,,,1,,0
"219804",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"3275744",,,,,,,1,1,,,,,,,,,,,,,,1,10,2,,,,,0
"791973",,,,,,,73,15,,,1,,,,,,,,,,,,,,,,,,0
"780555",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0
"4408129",,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,0
"4434190",,,,,,,12,9,,,,,,,,,,,,,,,,,,,,,0
"266510",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"564678",,,,,,,25,90,,,6,,2,2,,,1,,,2,,2,7,,,,,1,0
"350105",,,,,,,22,15,,,11,,,,,,,,,,,,,,,,,,0
"268101",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"561294",,,,,,,369,508,,,10,,1,,,,,,,,,,,,,,,,0
"304556",,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,0
"4369489",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"318451",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0
"546384",,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,0
"1144619",,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,0
"748412",,,,,,,2,,,,,,,,,,,6,,,,1,1,,,,,,0
"279231",,,,,,,36,16,4,,5,1,,,,,,,,,,,,,,,,,0
"310018",,,,,,,12,26,,,1,,10,,,,,,,,,,,,,,,,0
"589597",,,,,,,2,3,,,,,,,,,,,,,,1,1,,,,,,0
"275097",,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0
"845178",,,,,,,36,2,,,,,,,,,,,,,,,1,1,,,,,0
"338140",,,,,,,29,5,,,,,,,,,,,,,,,,,,,,,0
"179713",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"4447100",,,,,,,1,,,,1,6,,,,,,,,,,,,,,,,,0
"1110402",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"4365172",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
"253494",,,,,,,1,6,1,,,,,,,,,,,,,8,89,32,,,,,0
"137385",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"627765",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"4406538",,,,,,,10,,1,,1,31,,,,,,,,,,,,,,,1,,0
"4467214",,,,,,,13,26,27,,,,,,,,,,,,,9,38,75,,,,,0
"661838",,,,,,,1,2,,,,,,,,,11,,,,,22,2,1,,1,,,1
"316000",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,0
"3057707",,,,,,,41,11,1,,,,,,,,,,,,,2,,,,,,,0
"2468881",,,,,,,9,,,1,,1,,,,,,,,,,151,59,3,,5,2,1,0
"129907",,,,,,,2,9,7,,,,3,,,,,,,,,,2,,,,,1,0
"4422568",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"271238",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"95608",,,,,,,3,,,,,,,,,,,,,,,2,1,,,,,,0
"181996",,,,,,,3,15,,,,,,,,,,,,,,1,4,,,,,,0
"280706",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"585070",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"513078",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"279948",,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,0
"4302967",,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,0
"248172",,,,,,,54,,,,,,,,,,,,,,,,,,,,,,0
"678813",,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,0
"1145649",,,,,,,3,,,1,,,,,,,4,,4,,7,,,3,4,3,6,2,8
"4425394",,,,,,,24,,,,,,,,,,,,,,,,,,,,,,0
"640071",,,,,,,2,1,,,,,,,,,,,,,,2,1,,,,,,0
"280459",,,,,,,30,,,,,1,,,,,,,,,,,,,,,,,0
"1135220",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
"170684",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"136749",,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,0
"4397847",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"278560",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"848677",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"4419153",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"4478413",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"4429439",,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,0
"808851",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"136055",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"252822",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0
"114170",,,,,,,,,1,,,,1,,1,,,,,,,,,1,,,,,0
"4379834",,,,,,,,,1,,,1,,,,,,1,,,,,,2,1,,,,0
"113915",,,,,,,,,1,,,,,1,,,,,,1,,,,,1,,,,2
"4468850",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"1114411",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"4316017",,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0
"813885",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"40443",,,,,,,,,2,1,1,,,,1,,,,,,,,,1,,,,2,4
"3078471",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"4298530",,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,,0
"582075",,,,,,,,,2,,,,1,,,,,,,,,,1,,,,,,0
"564288",,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,0
"4431673",,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,0
"552186",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"112959",,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,1
"524860",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,0
"4442601",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,0
"4338225",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"2326552",,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,0
"1136344",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"1816268",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"1140270",,,,,,,,,7,,,,,,,,,,,,,,,,,,,,0
"584947",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,0
"150160",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0
"840604",,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0
"277153",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0
"4318356",,,,,,,,,1,,,,,,1,,1,,,,,1,,3,,,,,1
"4471706",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"2665096",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"141447",,,,,,,,,4,,,,,,,,2,,,,,,,3,,,,,0
"4418495",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"819708",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"81462",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"161009",,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,0
"825400",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"525648",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"1692224",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"4330856",,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,0
"702015",,,,,,,,,1,1,,,,,,,,,,,1,,,,1,,,,0
"4359608",,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1
"583294",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"579070",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"4311458",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0
"819250",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"341939",,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,0
"4320428",,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,1
"4384016",,,,,,,,,2,,,,,2,1,2,3,,,2,2,,,1,2,,4,,0
"112746",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
"579733",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"78630",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0
"200536",,,,,,,,,1,,,,,1,,,1,,,1,,,,,1,,,,0
"4276833",,,,,,,,,1,1,,,,1,2,,6,2,,1,5,,,3,7,1,7,,5
"4444340",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"1662279",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,0
"163322",,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,0
"4364514",,,,,,,,,3,,,,,,4,1,,,,,3,,,3,1,1,,,0
"304694",,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0
"835594",,,,,,,,,1,,,,,,,7,,,,,2,,,3,,1,,2,4
"333628",,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,0
"4396265",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,0
"113004",,,,,,,,,1,,,,,,8,7,1,1,,,2,,,2,3,3,4,1,0
"4453972",,,,,,,,,1,,,,,1,5,3,,3,,1,1,,,2,2,,3,,1
"4405879",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
"4369693",,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,2
"4420696",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"112992",,,,,,,,,,1,,,,3,2,,1,,,3,2,,,,,,1,1,0
"244241",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"2340297",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"819340",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"821701",,,,,,,,,,10,,,,1,,,,,,1,3,,,,23,,,2,6
"856926",,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,0
"4411669",,,,,,,,,,2,1,2,,,,,,,1,,,,,,,,,,1
"366311",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"4364217",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
"4309182",,,,,,,,,,2,,,,,,,,,,,2,1,,2,,,,,181
"4434859",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"1108899",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"4402520",,,,,,,,,,4,,,,,,,,,,,,,,,,,,,0
"830173",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"771828",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"356083",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
"4412967",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"1133100",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"4387163",,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0
"346459",,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,0
"334140",,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,0
"669356",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"4138911",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"351680",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0
"4462155",,,,,,,,,,1,,,,,,,2,,,,,,,5,1,,,,2
"513803",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,0
"158034",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"689696",,,,,,,,,,1,,,,,,,,,1,,,,,,,1,2,,0
"54353",,,,,,,,,,1,,,,5,1,,,,,5,5,,,2,1,,1,1,0
"1108457",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"824467",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"4312403",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0
"2938351",,,,,,,,,,2,,,,,,,,,1,,,,,1,1,,,,0
"827497",,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,0
"583766",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0
"4417921",,,,,,,,,,1,,,,1,,,1,,,1,1,,,1,3,,,3,0
"4357676",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"4470549",,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,0
"4483006",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"290510",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"1122113",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"332717",,,,,,,,,,,2,,,,,,,,,,,,,,,,,,0
"1145509",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"352503",,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,0
"4474906",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0
"766020",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
